fdc_id,ingredient_name,food_category_id,category_name,"Calcium, Ca (MG)","Carbohydrate, by difference (G)",Energy (KCAL),Energy (kJ),"Fiber, total dietary (G)","Folate, total (UG)","Iron, Fe (MG)","Magnesium, Mg (MG)","Potassium, K (MG)",Protein (G),"Sodium, Na (MG)",Total lipid (fat) (G),"Vitamin A, RAE (UG)",Vitamin B-12 (UG),"Vitamin C, total ascorbic acid (MG)",Vitamin D (D2 + D3) (UG),"Zinc, Zn (MG)",portion_description,gram_weight
319920,"Hummus, Sabra Classic - CA1, IN",16.0,,,,,,,,,,,,,,,,0.0,,,,
319921,"HUMMUS, SABRA CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,
319922,"HUMMUS, SABRA CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,33.6
319923,"HUMMUS, SABRA CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,
319924,"HUMMUS, SABRA CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,32.4
319925,"HUMMUS, SABRA CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,
319926,Hummus - NFY12141C,16.0,,,,,,,,,,,,,,,,,,,,
319927,Hummus - NFY12141D,16.0,,,,,,,,,,,,,,,,,,,,
319928,Hummus,16.0,,,,,,,,,,,,,18.0,,,,,,,
319929,Hummus,16.0,,,,,,,53.0,,,,,,,,,,,,,
319930,Hummus,16.0,,46.0,,,,,,2.33,70.4,315.0,,406.0,,,,,,1.45,,
319931,Hummus,16.0,,,,,,,,,,,,,,,,,,,,
319932,Hummus,16.0,,,,,,,,,,,,,,,,,,,,
319933,Hummus - NFY12141E,16.0,,,,,,,,,,,,,,,,,,,,
319934,Hummus - NFY12141F,16.0,,,,,,5.4,,,,,,,,,,,,,,
319935,Hummus - NFY12141G,16.0,,,,,,,,,,,,,,,,,,,,
319936,Hummus - NFY12141H,16.0,,,,,,,,,,,,,,,,,,,,
319937,Hummus - NFY121416,16.0,,,,,,,,,,,,,,,,,,,,
319938,"Hummus, Sabra Classic - GA, NJ",16.0,,,,,,,,,,,,,,,,0.0,,,,
319939,"HUMMUS, SABRA CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,
319940,"HUMMUS, SABRA CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,36.0
319941,"HUMMUS, SABRA CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,
319942,"HUMMUS, SABRA CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,35.8
319943,"HUMMUS, SABRA CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,
319944,Hummus - NFY1213ZV,16.0,,,,,,,,,,,,,,,,,,,,
319945,Hummus - NFY1213ZW,16.0,,,,,,,,,,,,,,,,,,,,
319946,Hummus,16.0,,,,,,,,,,,,,18.2,,,,,,,
319947,Hummus,16.0,,,,,,,49.0,,,,,,,,,,,,,
319948,Hummus,16.0,,48.0,,,,,,2.58,82.0,317.0,,423.0,,,,,,1.46,,
319949,Hummus,16.0,,,,,,,,,,,,,,,,,,,,
319950,Hummus,16.0,,,,,,,,,,,,,,,,,,,,
319951,Hummus - NFY1213ZX,16.0,,,,,,5.5,,,,,,,,,,,,,,
319952,Hummus - NFY1213ZY,16.0,,,,,,,,,,,,,,,,,,,,
319953,Hummus - NFY1213ZZ,16.0,,,,,,,,,,,,,,,,,,,,
319954,Hummus - NFY121400,16.0,,,,,,,,,,,,,,,,,,,,
319955,Hummus,16.0,,,,,,,,,,,,,,,,,,,,
319956,Hummus - NFY1213ZP,16.0,,,,,,,,,,,,,,,,,,,,
319957,"Hummus, Sabra Classic - KY, CA2",16.0,,,,,,,,,,,,,,,,0.0,,,,
319958,"HUMMUS, TRIBE CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,
319959,"HUMMUS, TRIBE CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,34.8
319960,"HUMMUS, TRIBE CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,
319961,"HUMMUS, TRIBE CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,
319962,"HUMMUS, TRIBE CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,35.2
319963,"HUMMUS, TRIBE CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,
319964,"HUMMUS, TRIBE CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,
319965,Hummus - NFY12143C,16.0,,,,,,,,,,,,,,,,,,,,
319966,Hummus - NFY12143D,16.0,,,,,,,,,,,,,,,,,,,,
319967,Hummus,16.0,,,,,,,,,,,,,14.8,,,,,,,
319968,Hummus,16.0,,,,,,,13.0,,,,,,,,,,,,,
319969,Hummus,16.0,,,,,,,,,,,,,,,,,,,,
319970,Hummus,16.0,,26.0,,,,,,1.87,65.1,231.0,,450.0,,,,,,1.26,,
319971,Hummus,16.0,,,,,,,,,,,,,,,,,,,,
319972,Hummus,16.0,,,,,,,,,,,,,,,,,,,,
319973,Hummus - NFY12143E,16.0,,,,,,5.7,,,,,,,,,,,,,,
319974,Hummus - NFY12143F,16.0,,,,,,,,,,,,,,,,,,,,
319975,Hummus - NFY12143G,16.0,,,,,,,,,,,,,,,,,,,,
319976,Hummus - NFY121435,16.0,,,,,,,,,,,,,,,,,,,,
319977,"Hummus, Tribe Classic - GA, NJ",16.0,,,,,,,,,,,,,,,,0.0,,,,
319978,"HUMMUS, OTHER",16.0,,,,,,,,,,,,,,,,,,,,
319979,"HUMMUS, OTHER",16.0,,,,,,,,,,,,,,,,,,,,30.4
319980,"HUMMUS, OTHER",16.0,,,,,,,,,,,,,,,,,,,,32.0
319981,Hummus,16.0,,,,,,,,,,,,,11.9,,,,,,,
319982,Hummus,16.0,,,,,,,,,,,,,,,,,,,,
319983,Hummus,16.0,,32.0,,,,,,2.69,56.6,271.0,,440.0,,,,,,1.17,,
319984,"HUMMUS, TRIBE CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,
319985,"HUMMUS, TRIBE CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,35.4
319986,"HUMMUS, TRIBE CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,
319987,"HUMMUS, TRIBE CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,
319988,"HUMMUS, TRIBE CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,35.6
319989,"HUMMUS, TRIBE CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,
319990,"HUMMUS, TRIBE CLASSIC",16.0,,,,,,,,,,,,,,,,,,,,
319991,Hummus - NFY12141W,16.0,,,,,,,,,,,,,,,,,,,,
319992,Hummus - NFY12141X,16.0,,,,,,,,,,,,,,,,,,,,
319993,Hummus,16.0,,,,,,,,,,,,,15.2,,,,,,,
319994,Hummus,16.0,,,,,,,18.0,,,,,,,,,,,,,
319995,Hummus,16.0,,,,,,,,,,,,,,,,,,,,
319996,Hummus,16.0,,28.0,,,,,,2.03,74.4,267.0,,452.0,,,,,,1.46,,
319997,Hummus,16.0,,,,,,,,,,,,,,,,,,,,
319998,Hummus,16.0,,,,,,,,,,,,,,,,,,,,
319999,Hummus - NFY12141Y,16.0,,,,,,,,,,,,,,,,,,,,
320000,Hummus - NFY12141Z,16.0,,,,,,5.5,,,,,,,,,,,,,,
320001,Hummus - NFY121420,16.0,,,,,,,,,,,,,,,,,,,,
320002,Hummus - NFY121421,16.0,,,,,,,,,,,,,,,,,,,,
320003,Hummus - NFY12141P,16.0,,,,,,,,,,,,,,,,,,,,
320004,"Hummus, Tribe Classic - KY, PA",16.0,,,,,,,,,,,,,,,,0.0,,,,
320005,"HUMMUS, OTHER",16.0,,,,,,,,,,,,,,,,,,,,
320006,"HUMMUS, OTHER",16.0,,,,,,,,,,,,,,,,,,,,33.0
320007,"HUMMUS, OTHER",16.0,,,,,,,,,,,,,,,,,,,,
320008,"HUMMUS, OTHER",16.0,,,,,,,,,,,,,,,,,,,,
320009,"HUMMUS, OTHER",16.0,,,,,,,,,,,,,,,,,,,,34.0
320010,"HUMMUS, OTHER",16.0,,,,,,,,,,,,,,,,,,,,
320011,Hummus - NFY12142M,16.0,,,,,,,,,,,,,,,,,,,,
320012,Hummus - NFY12142N,16.0,,,,,,,,,,,,,,,,,,,,
320013,Hummus,16.0,,,,,,,,,,,,,18.8,,,,,,,
320014,Hummus,16.0,,,,,,,34.0,,,,,,,,,,,,,
320015,Hummus,16.0,,30.0,,,,,,2.24,65.0,239.0,,457.0,,,,,,1.25,,
320016,Hummus,16.0,,,,,,,,,,,,,,,,,,,,
320017,Hummus,16.0,,,,,,,,,,,,,,,,,,,,
320018,Hummus - NFY12142O,16.0,,,,,,4.9,,,,,,,,,,,,,,
320019,Hummus - NFY12142P,16.0,,,,,,,,,,,,,,,,,,,,
320020,Hummus - NFY12142Q,16.0,,,,,,,,,,,,,,,,,,,,
320021,Hummus - NFY12142R,16.0,,,,,,,,,,,,,,,,,,,,
320022,Hummus - NFY12142G,16.0,,,,,,,,,,,,,,,,,,,,
320023,"Hummus, Other - AZ, IN",16.0,,,,,,,,,,,,,,,,0.0,,,,
320025,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320026,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,223.0
320027,"MILK, 2% ",1.0,,,,,,,,,,,,,1.8,,,,,,,
320028,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320029,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320030,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320031,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320032,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,224.0
320033,"MILK, 2% ",1.0,,,,,,,,,,,,,1.91,,,,,,,
320034,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320035,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320036,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320037,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320038,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,232.0
320039,"MILK, 2% ",1.0,,,,,,,,,,,,,1.92,,,,,,,
320040,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320041,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320042,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320043,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320044,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,224.0
320045,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320046,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320047,"MILK, 2% ",1.0,,,,,,,,,,,,,1.92,,,,,,,
320048,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320049,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320050,"MILK, 2% ",1.0,,134.0,,,,,,0.0,12.2,169.0,,42.0,,,,,,0.48,,
320051,"MILK, 2% ",1.0,,,,,,,0.0,,,,,,,,,,,,,
320052,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320053,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320054,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320055,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320056,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320057,"Milk, 2%",1.0,,,,,,,,,,,,,,,0.53,,,,,
320058,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320059,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320060,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320061,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320062,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320063,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,976.0
320064,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320065,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320066,"MILK, 2% ",1.0,,,,,,,,,,,,,1.91,,,,,,,
320067,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320068,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320069,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320070,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320071,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320072,"MILK, 2% ",1.0,,124.0,,,,,,0.0,12.0,152.0,,36.0,,,,,,0.43,,
320073,"MILK, 2% ",1.0,,,,,,,0.0,,,,,,,,,,,,,
320074,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320075,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320076,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320077,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320078,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320079,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320080,"Milk, 2%",1.0,,,,,,,,,,,,,,,0.57,,,,,
320081,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320082,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320083,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320084,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320085,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320086,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,230.0
320087,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320088,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320089,"MILK, 2% ",1.0,,,,,,,,,,,,,1.97,,,,,,,
320090,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320091,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320092,"MILK, 2% ",1.0,,126.0,,,,,,0.0,12.0,153.0,,38.0,,,,,,0.43,,
320093,"MILK, 2% ",1.0,,,,,,,7.0,,,,,,,,,,,,,
320094,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320095,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320096,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320097,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320098,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320099,"Milk, 2%",1.0,,,,,,,,,,,,,,,0.46,,,,,
320100,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320101,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320102,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320103,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320104,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320105,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,217.0
320106,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320107,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320108,"MILK, 2% ",1.0,,,,,,,,,,,,,1.87,,,,,,,
320109,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320110,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320111,"MILK, 2% ",1.0,,133.0,,,,,,0.0,13.2,178.0,,46.0,,,,,,0.44,,
320112,"MILK, 2% ",1.0,,,,,,,0.0,,,,,,,,,,,,,
320113,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320114,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320115,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320116,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320117,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320118,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320119,"Milk, 2%",1.0,,,,,,,,,,,,,,,0.57,,,,,
320120,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320121,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320122,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320123,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320124,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320125,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,224.0
320126,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320127,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320128,"MILK, 2% ",1.0,,,,,,,,,,,,,1.85,,,,,,,
320129,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320130,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320131,"MILK, 2% ",1.0,,127.0,,,,,,0.0,11.7,165.0,,41.0,,,,,,0.46,,
320132,"MILK, 2% ",1.0,,,,,,,0.0,,,,,,,,,,,,,
320133,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320134,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320135,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320136,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320137,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320138,"Milk, 2%",1.0,,,,,,,,,,,,,,,0.6,,,,,
320139,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320140,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320141,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320142,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320143,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320144,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,226.0
320145,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320146,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320147,"MILK, 2% ",1.0,,,,,,,,,,,,,2.06,,,,,,,
320148,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320149,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320150,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320151,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320152,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320153,"MILK, 2% ",1.0,,125.0,,,,,,0.0,12.2,149.0,,37.0,,,,,,0.41,,
320154,"MILK, 2% ",1.0,,,,,,,0.0,,,,,,,,,,,,,
320155,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320156,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320157,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320158,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320159,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320160,"Milk, 2%",1.0,,,,,,,,,,,,,,,0.65,,,,,
320161,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320162,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320163,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320164,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320165,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320166,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,220.0
320167,"MILK, 2% ",1.0,,,,,,,,,,,,,1.9,,,,,,,
320168,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320169,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320170,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320171,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320172,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320173,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,231.0
320174,"MILK, 2% ",1.0,,,,,,,,,,,,,1.9,,,,,,,
320175,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320176,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320177,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320178,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320179,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320180,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,226.0
320181,"MILK, 2% ",1.0,,,,,,,,,,,,,1.97,,,,,,,
320182,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320183,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320184,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320185,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320186,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,228.0
320187,"MILK, 2% ",1.0,,,,,,,,,,,,,1.96,,,,,,,
320188,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320189,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320190,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320191,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320192,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,229.0
320193,"MILK, 2% ",1.0,,,,,,,,,,,,,1.87,,,,,,,
320194,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320195,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320196,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320197,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320198,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,222.0
320199,"MILK, 2% ",1.0,,,,,,,,,,,,,1.92,,,,,,,
320200,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320201,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320202,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320203,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320204,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,229.0
320205,"MILK, 2% ",1.0,,,,,,,,,,,,,1.81,,,,,,,
320206,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320207,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320208,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320209,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320210,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320211,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,228.0
320212,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320213,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320214,"MILK, 2% ",1.0,,,,,,,,,,,,,1.68,,,,,,,
320215,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320216,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320217,"MILK, 2% ",1.0,,121.0,,,,,,0.0,11.8,152.0,,37.0,,,,,,0.42,,
320218,"MILK, 2% ",1.0,,,,,,,0.0,,,,,,,,,,,,,
320219,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320220,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320221,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320222,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320223,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320224,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320225,"Milk, 2%",1.0,,,,,,,,,,,,,,,0.59,,,,,
320226,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320227,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320228,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320229,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320230,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320231,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,237.0
320232,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320233,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320234,"MILK, 2% ",1.0,,,,,,,,,,,,,1.87,,,,,,,
320235,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320236,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320237,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320238,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320239,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320240,"MILK, 2% ",1.0,,130.0,,,,,,0.0,12.5,153.0,,37.0,,,,,,0.43,,
320241,"MILK, 2% ",1.0,,,,,,,0.0,,,,,,,,,,,,,
320242,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320243,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320244,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320245,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320246,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320247,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320248,"Milk, 2%",1.0,,,,,,,,,,,,,,,0.49,,,,,
320249,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320250,"Milk, 2%",1.0,,,,,,,,,,,,,,,,,,,,
320251,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320252,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320253,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,
320254,"MILK, 2% (WAVE 22E)",1.0,,,,,,,,,,,,,,,,,,,,228.0
320255,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320256,"MILK, 2% ",1.0,,,,,,,,,,,,,,,,,,,,
320257,"MILK, 2% ",1.0,,,,,,,,,,,,,1.81,,,,,,,
